NC_043110.1	38837	1.8.4.1	MBFV/EHVG/BANV	MBFV	EHVG	BANV	0	10182	0	Banzi virus	Banzi virus strain SAH 336 polyprotein gene, complete cds.	South Africa	NA	SAH 336	NA	NA
NC_040610.1	1254420	4.2.7.1	ISFV/dISFVG/NANV	ISFV	dISFVG	NANV	106	10299	399	Nanay virus	Nanay virus strain PRD316/PER/09, complete genome.	NA	2009	PRD316/PER/09	NA	NA
NC_040682.1	1244563	4.1.12.1	ISFV/cISFVG/CTFV	ISFV	cISFVG	CTFV	343	9825	112	Culex theileri flavivirus	Culex theileri flavivirus, complete genome.	Indonesia	21-Jan-1981	JKT-8650	Anopheles vagus	NA
NC_040776.1	64315	1.5.1.1	MBFV/NTAVG/ROCV	MBFV	NTAVG	ROCV	92	10278	424	Rocio virus	Rocio virus strain SPH 34675, complete genome.	NA	NA	SPH 34675	NA	NA
NC_040788.1	2045186	4.2.11.1	ISFV/dISFVG/KPKV	ISFV	dISFVG	KPKV	0	10311	0	Kampung Karu virus	Kampung Karu virus isolate SWK_P44, complete genome.	Malaysia: Sarawak, Kuching district, Kampung Karu	16-Oct-2013	NA	Anopheles tessellatus	SWK_P44
NC_039218.1	33743	2.1.13.1	TBFV/MTBVG/KFDV	TBFV	MTBVG	KFDV	0	10251	125	Kyasanur Forest disease virus	Kyasanur forest disease virus polyprotein gene, complete cds.	NA	NA	NA	NA	NA
NC_039219.1	64288	2.1.6.1	TBFV/MTBVG/RFV	TBFV	MTBVG	RFV	0	10254	0	Royal Farm virus	Royal Farm virus from Afghanistan polyprotein gene, complete cds.	Afghanistan	NA	NA	NA	NA
NC_035889.1	64320	1.6.2.1	MBFV/SPOVG/ZIKV	MBFV	SPOVG	ZIKV	107	10272	429	Zika virus	Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome.	Brazil: Rio Grande do Norte, Natal	2015	Natal RGN	Homo sapiens	NA
NC_034151.1	577122	1.5.16.1	MBFV/NTAVG/THOV	MBFV	NTAVG	THOV	97	10284	556	T'Ho virus	T'Ho virus strain T'Ho-Mex07, complete genome.	Mexico: Yucatan State, Merida	2007	T'Ho-Mex07	Culex quinquefasciatus	NA
NC_034242.1	1244565	4.1.13.1	ISFV/cISFVG/OCFVPT	ISFV	cISFVG	OCFVPT	64	10158	148	Ochlerotatus caspius flavivirus	Ochlerotatus caspius flavivirus isolate 1608 polyprotein gene, complete cds.	Turkey	03-Aug-2015	NA	Ochlerotatus caspius	1608
NC_034007.1	64894	3.3.5.1	NKV/RBG/PPBV	NKV	RBG	PPBV	0	10131	0	Phnom Penh bat virus	Phnom Penh bat virus strain 30834_A38, complete genome.	Cambodia	1969	30834_A38	Cynopterus brachyotis angulatus	NA
NC_034018.1	64319	1.3.9.1	MBFV/JEVG/YAOV	MBFV	JEVG	YAOV	0	10293	0	Yaounde virus	Yaounde virus strain Dak Ar Y276 polyprotein gene, complete cds.	Cameroon	NA	Dak Ar Y276	NA	NA
NC_033693.1	64295	1.8.3.1	MBFV/EHVG/BOUV	MBFV	EHVG	BOUV	0	10173	0	Bouboui virus	Bouboui virus strain DAK AR B490 polyprotein gene, complete cds.	Central African Republic	NA	DAK AR B490	NA	NA
NC_033694.1	1302179	4.1.11.1	ISFV/cISFVG/PCV	ISFV	cISFVG	PCV	0	10095	0	Palm Creek virus	Palm Creek virus isolate 56 polyprotein gene, complete cds.	Australia	2010	NA	Coquillettidia xanthogaster	56
NC_033697.1	64284	1.8.6.1	MBFV/EHVG/SABV	MBFV	EHVG	SABV	0	10173	0	Saboya virus	Saboya virus strain Dak AR D4600 polyprotein gene, complete cds.	Senegal	NA	Dak AR D4600	NA	NA
NC_033698.1	64297	1.8.7.1	MBFV/EHVG/UGSV	MBFV	EHVG	UGSV	0	10182	0	Uganda S virus	Uganda S virus polyprotein gene, complete cds.	Uganda	NA	NA	NA	NA
NC_033699.1	64309	1.8.5.1	MBFV/EHVG/JUGV	MBFV	EHVG	JUGV	0	10173	0	Jugra virus	Jugra virus strain P-9-314 polyprotein gene, complete cds.	Malaysia	NA	P-9-314	NA	NA
NC_033715.1	486494	4.2.1.1	ISFV/dISFVG/NOUV	ISFV	dISFVG	NOUV	79	10329	347	Nounane virus	Nounane virus polyprotein mRNA, complete cds.	Cote d'Ivoire	NA	Nounane_B3	Uranotaenia mashonaensis	NA
